OG	n_genes	n_sepecies	1841596_4	2012493_3	2026747_106	2026747_11	2026747_12	2026747_123	2026747_124	2026747_147	2026747_149	2026747_155	2026747_166	2026747_167	2026747_168	2026747_169	2026747_172	2026747_173	2026747_174	2026747_179	2026747_182	2026747_189	2026747_193	2026747_195	2026747_196	2026747_22	2026747_25	2026747_3	2026747_36	2026747_41	2026747_43	2026747_59	2026747_65	2026747_66	2026747_7	2876572_6	2876573_6
7693	82	31	MEHH01000124_1,MEHH01000169_6,MEHH01000192_3	NJBF01000012_2,NJBF01000012_1,NJBF01000066_11	JAGLRO010000071_2,JAGLRO010000066_8	RDOD01000028_12,RDOD01000036_14,RDOD01000028_13,RDOD01000001_147	RDOB01000004_415	BPTN01000003_13,BPTN01000508_3,BPTN01000465_1,BPTN01000114_3,BPTN01000028_7,BPTN01000114_2	BPTO01000013_10,BPTO01000007_12,BPTO01000013_11,BPTO01000032_17,BPTO01000019_4,BPTO01000071_12	JAMOVR010000080_3	JALSYK010000279_8	JAHQWT010000033_120,JAHQWT010000012_185,JAHQWT010000048_97	JAUWJS010000149_1,JAUWJS010000046_16,JAUWJS010000018_16	JAUWEG010000018_27	JAUWPI010000024_11,JAUWPI010000031_23,JAUWPI010000152_6,JAUWPI010000035_5,JAUWPI010000152_7	JAUWKS010000017_49,JAUWKS010000012_60	DAOVPS010000018_21,DAOVPS010000018_20,DAOVPS010000158_4	DAOWEK010000033_7,DAOWEK010000015_12	DAOWED010000159_5	DAOVER010000003_101,DAOVER010000052_8	DAOVHD010000181_2,DAOVHD010000026_6	WAKA01000131_31				JAEOTE010000142_3,JAEOTE010000053_12,JAEOTE010000054_43,JAEOTE010000054_44	JABCTZ010000032_302,JABCTZ010000011_72		DXJV01000100_5	DXJL01000188_9,DXJL01000022_7,DXJL01000188_10	JAHLWR010000002_111,JAHLWR010000030_32,JAHLWR010000021_58	JAIZWM010000001_613	JAAFKH010000102_5,JAAFKH010000016_4,JAAFKH010000146_7,JAAFKH010000102_4,JAAFKH010000343_4	JAAFKI010000067_6,JAAFKI010000197_14,JAAFKI010000067_5,JAAFKI010000113_13,JAAFKI010000112_138	SOJV01000165_15,SOJV01000165_14	CP084167_2235,CP084167_418	CP084166_2075,CP084166_339
7694	84	34	MEHH01000112_2,MEHH01000171_2	NJBF01000014_51,NJBF01000022_8	JAGLRO010000229_8,JAGLRO010000015_21	RDOD01000009_69,RDOD01000017_13,RDOD01000004_24	RDOB01000004_176,RDOB01000002_147,RDOB01000002_360	BPTN01000006_25,BPTN01000296_4	BPTO01000070_18,BPTO01000001_22	JAMOVR010000080_35	JALSYK010000159_2,JALSYK010000663_7	JAHQWT010000023_81,JAHQWT010000020_7,JAHQWT010000046_4	JAUWJS010000019_14,JAUWJS010000005_28	JAUWEG010000001_119,JAUWEG010000024_15	JAUWPI010000026_15,JAUWPI010000148_5	JAUWKS010000030_25,JAUWKS010000076_5,JAUWKS010000023_44	DAOVPS010000042_11,DAOVPS010000103_7,DAOVPS010000002_25	DAOWEK010000008_29,DAOWEK010000066_168		DAOVER010000005_9,DAOVER010000006_16	DAOVHD010000005_16,DAOVHD010000004_13	WAKA01000070_9,WAKA01000055_3	JAYNJJ010000037_11,JAYNJJ010000051_6,JAYNJJ010000067_4	JAYPOQ010000002_72,JAYPOQ010000004_30,JAYPOQ010000002_156	JAYPQJ010000013_2,JAYPQJ010000001_210,JAYPQJ010000001_899,JAYPQJ010000001_813	JAEOTE010000010_13,JAEOTE010000072_24,JAEOTE010000008_12	JABCTZ010000046_19,JABCTZ010000037_87,JABCTZ010000003_39	PBWW01000010_2,PBWW01000049_25,PBWW01000071_4,PBWW01000015_4	DXJV01000084_76,DXJV01000006_48,DXJV01000004_15	DXJL01000104_20,DXJL01000206_3,DXJL01000016_33	JAHLWR010000022_32,JAHLWR010000025_40	JAIZWM010000005_280,JAIZWM010000001_164,JAIZWM010000008_59	JAAFKH010000168_1,JAAFKH010000259_4	JAAFKI010000059_14,JAAFKI010000150_43	SOJV01000241_3,SOJV01000125_3,SOJV01000151_5	CP084167_1591,CP084167_1816	CP084166_1821,CP084166_1491
7695	84	29	MEHH01000123_4,MEHH01000027_8,MEHH01000212_5,MEHH01000032_9,MEHH01000123_6,MEHH01000020_5		JAGLRO010000084_1,JAGLRO010000249_1,JAGLRO010000052_3	RDOD01000024_21,RDOD01000028_20,RDOD01000018_48,RDOD01000006_133,RDOD01000017_51	RDOB01000006_98,RDOB01000005_106	BPTN01000088_4,BPTN01000197_3,BPTN01000246_3	BPTO01000247_3			JAHQWT010000055_61,JAHQWT010000036_125,JAHQWT010000048_33,JAHQWT010000015_147,JAHQWT010000027_39,JAHQWT010000048_55,JAHQWT010000012_68,JAHQWT010000027_55,JAHQWT010000015_145	JAUWJS010000163_3,JAUWJS010000184_1,JAUWJS010000045_8,JAUWJS010000032_5	JAUWEG010000102_6,JAUWEG010000108_8,JAUWEG010000057_6,JAUWEG010000020_2	JAUWPI010000024_22,JAUWPI010000063_3,JAUWPI010000063_2	JAUWKS010000008_53,JAUWKS010000072_9	DAOVPS010000017_9,DAOVPS010000086_9,DAOVPS010000145_5	DAOWEK010000024_5,DAOWEK010000017_8,DAOWEK010000009_1,DAOWEK010000066_17		DAOVER010000011_2	DAOVHD010000143_6,DAOVHD010000179_1,DAOVHD010000026_13		JAYNJJ010000053_5,JAYNJJ010000011_15,JAYNJJ010000010_3	JAYPOQ010000001_158,JAYPOQ010000004_79,JAYPOQ010000001_181	JAYPQJ010000001_1065,JAYPQJ010000001_1090,JAYPQJ010000001_264	JAEOTE010000075_5,JAEOTE010000007_155,JAEOTE010000027_11,JAEOTE010000112_8	JABCTZ010000041_55,JABCTZ010000026_6	PBWW01000033_14,PBWW01000019_26	DXJV01000046_9		JAHLWR010000010_77,JAHLWR010000008_143,JAHLWR010000008_120	JAIZWM010000005_264	JAAFKH010000325_1,JAAFKH010000219_2,JAAFKH010000331_10	JAAFKI010000010_64,JAAFKI010000057_4,JAAFKI010000081_13	SOJV01000176_13	CP084167_2334	CP084166_2163
7696	84	31		NJBF01000016_35,NJBF01000033_19,NJBF01000003_32	JAGLRO010000046_40,JAGLRO010000171_2,JAGLRO010000132_2,JAGLRO010000046_41	RDOD01000015_54,RDOD01000057_1	RDOB01000003_30,RDOB01000002_29	BPTN01000067_10,BPTN01000474_1,BPTN01000395_1,BPTN01000067_9	BPTO01000005_7,BPTO01000005_8		JALSYK010000275_5,JALSYK010000212_5	JAHQWT010000050_94,JAHQWT010000050_93,JAHQWT010000037_211,JAHQWT010000037_206	JAUWJS010000068_15,JAUWJS010000068_16	JAUWEG010000005_45,JAUWEG010000042_2	JAUWPI010000047_11,JAUWPI010000065_4,JAUWPI010000146_1	JAUWKS010000031_1,JAUWKS010000012_3	DAOVPS010000032_17	DAOWEK010000045_51,DAOWEK010000045_50		DAOVER010000036_27,DAOVER010000017_25,DAOVER010000017_26,DAOVER010000069_6	DAOVHD010000015_16,DAOVHD010000137_1,DAOVHD010000015_15	WAKA01000004_8,WAKA01000216_11,WAKA01000053_13	JAYNJJ010000068_4,JAYNJJ010000036_4	JAYPOQ010000018_18,JAYPOQ010000004_37,JAYPOQ010000002_50	JAYPQJ010000001_789,JAYPQJ010000001_218,JAYPQJ010000001_1260	JAEOTE010000161_13,JAEOTE010000161_12,JAEOTE010000100_29,JAEOTE010000100_25,JAEOTE010000161_14	JABCTZ010000046_247,JABCTZ010000046_246,JABCTZ010000011_125	PBWW01000036_12,PBWW01000069_24,PBWW01000010_25	DXJV01000100_55,DXJV01000045_13	DXJL01000156_20,DXJL01000122_6	JAHLWR010000041_4,JAHLWR010000005_48,JAHLWR010000012_32,JAHLWR010000005_49	JAIZWM010000001_570,JAIZWM010000002_336	JAAFKH010000423_5,JAAFKH010000423_6	JAAFKI010000175_34,JAAFKI010000175_35		CP084167_1750,CP084167_1696,CP084167_1751	CP084166_1644,CP084166_1592,CP084166_1645
7697	85	24	MEHH01000127_5		JAGLRO010000212_3			BPTN01000133_7,BPTN01000427_1,BPTN01000127_3,BPTN01000427_2,BPTN01000088_7,BPTN01000233_4	BPTO01000226_4,BPTO01000131_4,BPTO01000022_11,BPTO01000131_6,BPTO01000225_3	JAMOVR010000333_7	JALSYK010000426_6,JALSYK010000011_16,JALSYK010000322_3,JALSYK010000221_4	JAHQWT010000012_194,JAHQWT010000012_191,JAHQWT010000012_192,JAHQWT010000012_190,JAHQWT010000016_4	JAUWJS010000059_2,JAUWJS010000046_7,JAUWJS010000046_8,JAUWJS010000046_11,JAUWJS010000046_5	JAUWEG010000077_5,JAUWEG010000077_7,JAUWEG010000056_3,JAUWEG010000077_11,JAUWEG010000077_8	JAUWPI010000086_3,JAUWPI010000010_19,JAUWPI010000001_64,JAUWPI010000086_2,JAUWPI010000086_5,JAUWPI010000063_5			DAOWEK010000033_2,DAOWEK010000084_1	DAOWED010000221_6,DAOWED010000217_15	DAOVER010000011_24,DAOVER010000062_2,DAOVER010000062_5,DAOVER010000062_3		WAKA01000180_9,WAKA01000008_3,WAKA01000067_3,WAKA01000169_14	JAYNJJ010000080_5,JAYNJJ010000045_4	JAYPOQ010000001_118,JAYPOQ010000001_59,JAYPOQ010000002_14	JAYPQJ010000001_1131,JAYPQJ010000001_750,JAYPQJ010000001_1195	JAEOTE010000152_11,JAEOTE010000152_13		PBWW01000039_15,PBWW01000007_5,PBWW01000023_20			JAHLWR010000007_73,JAHLWR010000007_75,JAHLWR010000021_36,JAHLWR010000026_12,JAHLWR010000009_64,JAHLWR010000009_65		JAAFKH010000332_3,JAAFKH010000364_4,JAAFKH010000332_5,JAAFKH010000332_7,JAAFKH010000332_4	JAAFKI010000197_23,JAAFKI010000197_21,JAAFKI010000197_26,JAAFKI010000094_84,JAAFKI010000197_24,JAAFKI010000020_2		CP084167_767,CP084167_439	CP084166_361,CP084166_690
7698	85	27	MEHH01000002_34	NJBF01000024_16,NJBF01000046_1,NJBF01000082_9	JAGLRO010000068_6,JAGLRO010000151_1	RDOD01000009_48,RDOD01000063_1	RDOB01000001_231,RDOB01000003_354,RDOB01000008_89,RDOB01000002_453	BPTN01000226_4,BPTN01000397_3,BPTN01000287_4,BPTN01000468_1,BPTN01000162_3	BPTO01000249_4,BPTO01000060_7,BPTO01000253_3,BPTO01000008_21	JAMOVR010000282_1,JAMOVR010000220_6	JALSYK010000323_2,JALSYK010000158_7,JALSYK010000145_4	JAHQWT010000037_233,JAHQWT010000008_35,JAHQWT010000037_235,JAHQWT010000012_107		JAUWEG010000123_1,JAUWEG010000011_37,JAUWEG010000176_3,JAUWEG010000068_5,JAUWEG010000033_16	JAUWPI010000080_10,JAUWPI010000171_1,JAUWPI010000171_7,JAUWPI010000192_4,JAUWPI010000052_6	JAUWKS010000092_8	DAOVPS010000076_8	DAOWEK010000092_4,DAOWEK010000011_5,DAOWEK010000094_25,DAOWEK010000094_24,DAOWEK010000044_37,DAOWEK010000019_4	DAOWED010000139_2,DAOWED010000120_4,DAOWED010000219_3	DAOVER010000030_5,DAOVER010000003_43,DAOVER010000036_8,DAOVER010000041_2,DAOVER010000039_15	DAOVHD010000107_4,DAOVHD010000068_3	WAKA01000054_17,WAKA01000036_13,WAKA01000179_12				JAEOTE010000054_40,JAEOTE010000100_3,JAEOTE010000013_6,JAEOTE010000019_2,JAEOTE010000052_15				DXJL01000192_10,DXJL01000062_5	JAHLWR010000039_3,JAHLWR010000034_15		JAAFKH010000384_2,JAAFKH010000346_4,JAAFKH010000059_8,JAAFKH010000378_3,JAAFKH010000162_3	JAAFKI010000067_31,JAAFKI010000171_9,JAAFKI010000184_47,JAAFKI010000154_33,JAAFKI010000067_33	SOJV01000029_8	CP084167_485,CP084167_669	CP084166_594,CP084166_425
7699	86	33	MEHH01000146_6	NJBF01000015_14,NJBF01000059_4,NJBF01000053_10,NJBF01000032_34,NJBF01000023_60,NJBF01000036_37,NJBF01000012_81		RDOD01000012_51	RDOB01000002_476,RDOB01000002_450,RDOB01000001_218,RDOB01000006_153	BPTN01000051_8,BPTN01000269_1	BPTO01000198_7,BPTO01000034_3	JAMOVR010000145_1,JAMOVR010000220_11	JALSYK010000124_13,JALSYK010000274_6,JALSYK010000033_5,JALSYK010000311_4,JALSYK010000022_15,JALSYK010000492_1,JALSYK010000554_4	JAHQWT010000037_22,JAHQWT010000027_153	JAUWJS010000121_3,JAUWJS010000010_5	JAUWEG010000004_41,JAUWEG010000050_1	JAUWPI010000011_11,JAUWPI010000194_3	JAUWKS010000044_11,JAUWKS010000001_116,JAUWKS010000063_14	DAOVPS010000095_2	DAOWEK010000041_22,DAOWEK010000089_10		DAOVER010000002_58,DAOVER010000011_59	DAOVHD010000051_11	WAKA01000044_31,WAKA01000122_13,WAKA01000079_1,WAKA01000185_23,WAKA01000190_26,WAKA01000176_2	JAYNJJ010000012_9,JAYNJJ010000187_1,JAYNJJ010000022_2	JAYPOQ010000009_50,JAYPOQ010000010_18,JAYPOQ010000001_255	JAYPQJ010000001_710,JAYPQJ010000001_1305,JAYPQJ010000001_990	JAEOTE010000155_15	JABCTZ010000036_397,JABCTZ010000026_49	PBWW01000028_1,PBWW01000021_12	DXJV01000052_1	DXJL01000116_4,DXJL01000195_27,DXJL01000128_2,DXJL01000094_4,DXJL01000114_3,DXJL01000199_21,DXJL01000005_34,DXJL01000076_9,DXJL01000007_3	JAHLWR010000020_4,JAHLWR010000009_37	JAIZWM010000005_54	JAAFKH010000101_17,JAAFKH010000072_26	JAAFKI010000094_37,JAAFKI010000170_31	SOJV01000040_2,SOJV01000080_6	CP084167_1089,CP084167_158	CP084166_999,CP084166_174
7700	87	35	MEHH01000008_30,MEHH01000004_16	NJBF01000005_115,NJBF01000031_25	JAGLRO010000073_18,JAGLRO010000010_34	RDOD01000011_42,RDOD01000002_97,RDOD01000013_4	RDOB01000005_69,RDOB01000004_279	BPTN01000065_2,BPTN01000276_3,BPTN01000093_1	BPTO01000052_10,BPTO01000059_3,BPTO01000036_10	JAMOVR010000183_1,JAMOVR010000092_1,JAMOVR010000035_2	JALSYK010000174_2,JALSYK010000315_2,JALSYK010000191_2,JALSYK010000524_6	JAHQWT010000050_8,JAHQWT010000023_104	JAUWJS010000005_51,JAUWJS010000004_33	JAUWEG010000025_5,JAUWEG010000001_35	JAUWPI010000002_33,JAUWPI010000017_12	JAUWKS010000006_64,JAUWKS010000025_4,JAUWKS010000023_28	DAOVPS010000190_1,DAOVPS010000096_14,DAOVPS010000067_5	DAOWEK010000023_52,DAOWEK010000008_52	DAOWED010000236_9	DAOVER010000051_17,DAOVER010000005_102	DAOVHD010000027_12,DAOVHD010000010_22	WAKA01000180_42,WAKA01000068_4,WAKA01000056_40	JAYNJJ010000054_2,JAYNJJ010000090_1	JAYPOQ010000018_13,JAYPOQ010000011_8	JAYPQJ010000001_1266,JAYPQJ010000001_1265,JAYPQJ010000001_333	JAEOTE010000128_6,JAEOTE010000072_1,JAEOTE010000154_10	JABCTZ010000032_187,JABCTZ010000046_200,JABCTZ010000046_30	PBWW01000073_2,PBWW01000069_19,PBWW01000045_11	DXJV01000001_6,DXJV01000059_84,DXJV01000060_19	DXJL01000066_2,DXJL01000133_45	JAHLWR010000022_9,JAHLWR010000032_3,JAHLWR010000011_60	JAIZWM010000005_235,JAIZWM010000003_205,JAIZWM010000005_83	JAAFKH010000035_4,JAAFKH010000367_11,JAAFKH010000360_12	JAAFKI010000059_37,JAAFKI010000014_44	SOJV01000039_2,SOJV01000123_1,SOJV01000130_38	CP084167_1669,CP084167_1561	CP084166_1465,CP084166_1563
7701	87	35	MEHH01000003_10,MEHH01000149_9	NJBF01000005_16,NJBF01000054_4	JAGLRO010000032_4,JAGLRO010000046_3	RDOD01000025_37,RDOD01000001_126,RDOD01000040_28	RDOB01000008_12,RDOB01000001_245	BPTN01000011_6,BPTN01000402_3,BPTN01000012_25	BPTO01000047_16,BPTO01000070_3,BPTO01000091_15	JAMOVR010000046_12,JAMOVR010000021_15	JALSYK010000442_5,JALSYK010000142_7	JAHQWT010000023_59,JAHQWT010000050_45,JAHQWT010000033_79	JAUWJS010000005_7,JAUWJS010000058_5,JAUWJS010000073_1	JAUWEG010000194_3,JAUWEG010000001_98,JAUWEG010000014_39	JAUWPI010000018_4,JAUWPI010000013_16,JAUWPI010000005_21	JAUWKS010000019_12,JAUWKS010000012_18	DAOVPS010000034_7,DAOVPS010000008_9	DAOWEK010000039_21,DAOWEK010000008_8,DAOWEK010000045_1	DAOWED010000065_3,DAOWED010000155_24	DAOVER010000070_6,DAOVER010000072_12,DAOVER010000005_30	DAOVHD010000004_35,DAOVHD010000006_14,DAOVHD010000007_25	WAKA01000179_3,WAKA01000219_5	JAYNJJ010000127_4,JAYNJJ010000004_13	JAYPOQ010000011_24,JAYPOQ010000007_5	JAYPQJ010000001_317,JAYPQJ010000001_1529	JAEOTE010000159_31,JAEOTE010000042_7,JAEOTE010000038_31	JABCTZ010000001_97,JABCTZ010000011_111	PBWW01000002_11	DXJV01000075_31,DXJV01000100_22,DXJV01000023_6	DXJL01000101_20,DXJL01000058_3	JAHLWR010000022_46,JAHLWR010000005_5,JAHLWR010000002_155	JAIZWM010000003_26,JAIZWM010000002_134,JAIZWM010000001_596	JAAFKH010000118_4,JAAFKH010000278_3,JAAFKH010000224_8	JAAFKI010000014_5,JAAFKI010000102_8,JAAFKI010000112_182	SOJV01000161_11,SOJV01000198_4	CP084167_2178,CP084167_1721,CP084167_1582	CP084166_1616,CP084166_1482,CP084166_2021
7702	88	35	MEHH01000003_36,MEHH01000039_1	NJBF01000008_6,NJBF01000027_6	JAGLRO010000258_1,JAGLRO010000069_2,JAGLRO010000044_7,JAGLRO010000010_24	RDOD01000004_68,RDOD01000016_42	RDOB01000003_80,RDOB01000002_256	BPTN01000065_11,BPTN01000364_1	BPTO01000257_2,BPTO01000104_6	JAMOVR010000064_13	JALSYK010000111_9,JALSYK010000066_5,JALSYK010000015_8	JAHQWT010000050_19,JAHQWT010000022_1,JAHQWT010000037_289	JAUWJS010000146_6,JAUWJS010000004_44,JAUWJS010000050_10	JAUWEG010000079_3,JAUWEG010000001_24	JAUWPI010000017_3,JAUWPI010000058_3	JAUWKS010000004_2,JAUWKS010000007_1	DAOVPS010000087_6,DAOVPS010000019_9	DAOWEK010000094_74,DAOWEK010000043_10,DAOWEK010000023_65	DAOWED010000146_1,DAOWED010000151_4,DAOWED010000128_4	DAOVER010000005_111,DAOVER010000062_14	DAOVHD010000010_12,DAOVHD010000174_4,DAOVHD010000153_4	WAKA01000213_18,WAKA01000122_22,WAKA01000029_6	JAYNJJ010000059_7,JAYNJJ010000132_3,JAYNJJ010000034_2	JAYPOQ010000001_76,JAYPOQ010000020_7,JAYPOQ010000001_28	JAYPQJ010000001_1176,JAYPQJ010000001_390,JAYPQJ010000001_1227	JAEOTE010000152_2,JAEOTE010000101_7	JABCTZ010000007_152,JABCTZ010000036_165	PBWW01000013_11,PBWW01000012_26,PBWW01000054_7,PBWW01000023_3	DXJV01000085_33,DXJV01000004_9,DXJV01000084_119	DXJL01000032_2,DXJL01000181_1,DXJL01000099_26,DXJL01000209_9	JAHLWR010000003_191,JAHLWR010000007_44,JAHLWR010000024_37	JAIZWM010000001_205,JAIZWM010000005_286,JAIZWM010000002_255	JAAFKH010000400_2,JAAFKH010000385_1	JAAFKI010000199_29,JAAFKI010000014_33	SOJV01000162_21,SOJV01000120_3	CP084167_1674,CP084167_190	CP084166_144,CP084166_1567
7703	88	35	MEHH01000028_8,MEHH01000092_5,MEHH01000109_4	NJBF01000033_14,NJBF01000020_11	JAGLRO010000092_3,JAGLRO010000129_19,JAGLRO010000133_6	RDOD01000031_15,RDOD01000044_22,RDOD01000025_5	RDOB01000004_101,RDOB01000011_2	BPTN01000055_8,BPTN01000176_4,BPTN01000031_3	BPTO01000009_21,BPTO01000149_9	JAMOVR010000227_3,JAMOVR010000250_15,JAMOVR010000095_33	JALSYK010000582_4,JALSYK010000310_10,JALSYK010000011_2,JALSYK010000075_4	JAHQWT010000047_8,JAHQWT010000005_33,JAHQWT010000046_17	JAUWJS010000037_18,JAUWJS010000006_32,JAUWJS010000061_13	JAUWEG010000075_2,JAUWEG010000098_5,JAUWEG010000002_42	JAUWPI010000042_11,JAUWPI010000059_9	JAUWKS010000017_23,JAUWKS010000010_27	DAOVPS010000001_49,DAOVPS010000192_5	DAOWEK010000006_17,DAOWEK010000016_120	DAOWED010000045_9,DAOWED010000173_3,DAOWED010000210_10	DAOVER010000012_13,DAOVER010000008_46	DAOVHD010000011_20,DAOVHD010000012_21,DAOVHD010000062_2	WAKA01000180_23,WAKA01000025_14,WAKA01000126_34,WAKA01000203_37	JAYNJJ010000013_8,JAYNJJ010000007_5	JAYPOQ010000007_45,JAYPOQ010000001_65	JAYPQJ010000001_1489,JAYPQJ010000001_1188	JAEOTE010000121_2,JAEOTE010000124_4,JAEOTE010000008_1	JABCTZ010000022_114,JABCTZ010000032_329	PBWW01000023_14,PBWW01000044_26	DXJV01000006_16,DXJV01000019_51,DXJV01000084_32	DXJL01000077_6,DXJL01000093_3	JAHLWR010000001_185,JAHLWR010000043_8	JAIZWM010000001_119,JAIZWM010000003_324	JAAFKH010000248_7,JAAFKH010000023_12	JAAFKI010000045_173,JAAFKI010000040_9,JAAFKI010000182_71	SOJV01000052_16,SOJV01000091_30	CP084167_1299,CP084167_1457	CP084166_2675,CP084166_1362,CP084166_1208
7704	89	35	MEHH01000028_15,MEHH01000022_3	NJBF01000024_2,NJBF01000005_113,NJBF01000013_9	JAGLRO010000072_4,JAGLRO010000262_2	RDOD01000013_11,RDOD01000001_224,RDOD01000013_2	RDOB01000007_32,RDOB01000003_350,RDOB01000004_281	BPTN01000031_10,BPTN01000031_11,BPTN01000388_2	BPTO01000285_4,BPTO01000004_8,BPTO01000285_3	JAMOVR010000316_27,JAMOVR010000354_12,JAMOVR010000129_2	JALSYK010000597_2,JALSYK010000096_5,JALSYK010000278_1	JAHQWT010000035_78,JAHQWT010000006_6	JAUWJS010000061_6,JAUWJS010000098_7	JAUWEG010000012_1,JAUWEG010000046_14	JAUWPI010000059_2,JAUWPI010000164_5,JAUWPI010000059_1	JAUWKS010000023_20,JAUWKS010000008_37	DAOVPS010000223_1,DAOVPS010000007_3	DAOWEK010000061_7,DAOWEK010000078_67	DAOWED010000103_5,DAOWED010000015_4,DAOWED010000015_5	DAOVER010000009_31,DAOVER010000009_33,DAOVER010000018_21,DAOVER010000001_76	DAOVHD010000105_5	WAKA01000169_6,WAKA01000156_12,WAKA01000230_4	JAYNJJ010000162_3,JAYNJJ010000042_5,JAYNJJ010000144_2	JAYPOQ010000008_29,JAYPOQ010000003_94,JAYPOQ010000003_103	JAYPQJ010000001_56,JAYPQJ010000001_503,JAYPQJ010000001_493	JAEOTE010000005_15,JAEOTE010000073_5	JABCTZ010000045_73,JABCTZ010000041_29,JABCTZ010000046_36,JABCTZ010000025_63	PBWW01000043_4,PBWW01000004_36,PBWW01000066_26	DXJV01000059_85,DXJV01000059_79	DXJL01000056_73,DXJL01000066_4,DXJL01000212_10	JAHLWR010000017_10,JAHLWR010000021_12	JAIZWM010000005_231,JAIZWM010000001_487,JAIZWM010000005_236	JAAFKH010000023_5,JAAFKH010000171_2	JAAFKI010000045_84,JAAFKI010000040_3	SOJV01000094_35,SOJV01000122_3	CP084167_1210,CP084167_1217	CP084166_1119,CP084166_1126
7705	90	28	MEHH01000069_5,MEHH01000015_1	NJBF01000066_6	JAGLRO010000104_7	RDOD01000001_255,RDOD01000050_11,RDOD01000065_8		BPTN01000068_2,BPTN01000497_2,BPTN01000071_2	BPTO01000073_1,BPTO01000084_4,BPTO01000092_9,BPTO01000003_35	JAMOVR010000047_2,JAMOVR010000102_18,JAMOVR010000043_4	JALSYK010000121_6,JALSYK010000009_8,JALSYK010000558_4,JALSYK010000081_2,JALSYK010000260_3	JAHQWT010000037_261,JAHQWT010000036_49,JAHQWT010000012_36	JAUWJS010000036_5,JAUWJS010000041_3	JAUWEG010000035_19,JAUWEG010000090_4,JAUWEG010000008_22	JAUWPI010000103_3,JAUWPI010000043_6	JAUWKS010000001_86,JAUWKS010000024_41,JAUWKS010000047_10,JAUWKS010000015_26		DAOWEK010000094_52,DAOWEK010000066_92	DAOWED010000108_10,DAOWED010000022_2	DAOVER010000025_33,DAOVER010000003_4,DAOVER010000004_25,DAOVER010000020_34	DAOVHD010000069_12	WAKA01000185_8,WAKA01000156_29,WAKA01000222_26,WAKA01000165_4,WAKA01000093_5				JAEOTE010000141_1,JAEOTE010000156_17,JAEOTE010000090_98,JAEOTE010000115_9	JABCTZ010000046_11,JABCTZ010000007_5		DXJV01000085_1,DXJV01000054_20,DXJV01000033_11	DXJL01000022_1	JAHLWR010000021_4,JAHLWR010000013_46,JAHLWR010000008_73,JAHLWR010000006_52,JAHLWR010000013_49,JAHLWR010000002_72	JAIZWM010000009_7,JAIZWM010000001_327,JAIZWM010000010_41,JAIZWM010000002_232,JAIZWM010000001_337	JAAFKH010000241_4,JAAFKH010000086_1	JAAFKI010000177_3,JAAFKI010000154_12,JAAFKI010000015_2,JAAFKI010000199_2		CP084167_2409,CP084167_929,CP084167_2082,CP084167_469,CP084167_946,CP084167_2521,CP084167_2685	CP084166_2350,CP084166_409,CP084166_1927,CP084166_816,CP084166_2242,CP084166_2521
7706	91	35	MEHH01000088_14	NJBF01000005_47,NJBF01000079_10,NJBF01000005_48	JAGLRO010000032_13	RDOD01000004_108,RDOD01000007_4,RDOD01000016_9,RDOD01000016_4	RDOB01000007_40,RDOB01000004_340,RDOB01000004_341	BPTN01000007_1,BPTN01000011_15	BPTO01000046_13,BPTO01000070_5	JAMOVR010000323_3,JAMOVR010000334_7	JALSYK010000291_6,JALSYK010000564_31	JAHQWT010000050_239,JAHQWT010000023_68	JAUWJS010000156_8,JAUWJS010000005_16,JAUWJS010000018_21	JAUWEG010000001_107,JAUWEG010000015_14	JAUWPI010000029_2,JAUWPI010000005_12	JAUWKS010000007_40,JAUWKS010000007_35,JAUWKS010000003_11,JAUWKS010000004_41	DAOVPS010000118_5,DAOVPS010000059_1,DAOVPS010000206_1,DAOVPS010000066_10	DAOWEK010000008_17,DAOWEK010000036_13	DAOWED010000181_8,DAOWED010000070_7	DAOVER010000005_21,DAOVER010000006_51	DAOVHD010000004_25,DAOVHD010000003_11	WAKA01000009_23,WAKA01000122_34,WAKA01000161_18	JAYNJJ010000101_3,JAYNJJ010000002_1,JAYNJJ010000002_5	JAYPOQ010000006_79,JAYPOQ010000001_237	JAYPQJ010000001_1435,JAYPQJ010000001_1008	JAEOTE010000067_26,JAEOTE010000173_12,JAEOTE010000038_40	JABCTZ010000036_199,JABCTZ010000036_30,JABCTZ010000007_111,JABCTZ010000036_204	PBWW01000021_30,PBWW01000025_43	DXJV01000019_21,DXJV01000085_71,DXJV01000084_156,DXJV01000085_65,DXJV01000084_155	DXJL01000056_62,DXJL01000066_70,DXJL01000066_71	JAHLWR010000005_167,JAHLWR010000022_44	JAIZWM010000002_297,JAIZWM010000002_291,JAIZWM010000003_354,JAIZWM010000001_242	JAAFKH010000426_4,JAAFKH010000121_1,JAAFKH010000166_1	JAAFKI010000059_2,JAAFKI010000150_9	SOJV01000013_1,SOJV01000098_21,SOJV01000174_4,SOJV01000138_39	CP084167_1918,CP084167_1586	CP084166_1728,CP084166_1486
